exp_num,experiment_id,status,hypothesis,prior,prior_label,posterior,posterior_label,surprise,surprise_label,is_surprising,parent_id,n_children,runtime_s,created_at,objective,analysis_snippet,folder
222,node_5_87,SUCCEEDED,"Adversarial Kill Chain: In the ATLAS dataset, case studies that involve 'Reconnaissance' tactics are statistically more likely to also involve 'Resource Development' tactics compared to cases without Reconnaissance, reflecting a structured sequential attack pattern.",0.75,Likely True,0.261,Likely False,-0.5868,Strong Negative (hypothesis contradicted),True,node_4_21,2,171.9,2026-02-22T11:23:03.919684+00:00,Test the co-occurrence of specific adversarial tactics (Reconnaissance and Resource Development) in ATLAS case studies.,The experiment successfully analyzed the 52 ATLAS case studies present in the dataset to test for a co-occurrence pattern between 'Reconnaissance' and 'Resource Development' tactics. The code correctl,EXP_222_node_5_87
223,node_6_43,SUCCEEDED,"Autonomy-Safety Escalation: Incidents involving 'High Autonomy' systems are significantly more likely to result in 'Physical Safety' harms compared to 'Low Autonomy' systems, which skew towards 'Intangible' harms.",0.7419,Likely True,0.4176,Maybe False,-0.3892,Strong Negative (hypothesis contradicted),True,node_5_64,1,428.3,2026-02-22T11:27:10.950281+00:00,Test if higher autonomy levels correlate with physical risks.,"The experiment successfully tested the 'Autonomy-Safety Escalation' hypothesis on the 'aiid_incidents' dataset. 

1. **Data Processing**: By implementing a keyword-based classification strategy for 'H",EXP_223_node_6_43
224,node_7_7,SUCCEEDED,"The 'Paper Compliance' Hypothesis: Agencies that perform 'Impact Assessments' are significantly more likely to also perform 'Real-World Testing' compared to those that do not, validating that administrative assessment drives technical verification.",0.2661,Likely False,0.75,Likely True,0.5806,Strong Positive (hypothesis strengthened),True,node_6_18,0,258.0,2026-02-22T11:27:10.951530+00:00,Determine if governance paperwork (assessments) correlates with actual technical rigor (testing) in EO13960 use cases.,"The experiment successfully tested the 'Paper Compliance' hypothesis using improved data cleaning logic. By correctly mapping descriptive text fields to binary categories, the sample size increased fr",EXP_224_node_7_7
225,node_8_0,SUCCEEDED,The Generative Governance Gap: AI use cases involving 'Language' or 'Chat' (Text modality) are significantly less likely to have undergone an 'Impact Assessment' compared to 'Vision' or 'Image' based systems.,0.6774,Maybe True,0.3956,Maybe False,-0.3382,Strong Negative (hypothesis contradicted),True,node_7_6,0,360.6,2026-02-22T11:34:22.110033+00:00,Compare governance maturity (Impact Assessments) across AI modalities (Text vs. Vision) using a Chi-square test.,"The experiment was successfully executed with a corrected contingency table. Analysis of 723 federal AI use cases (413 Text-based, 310 Vision-based) revealed the following:

1.  **Low Governance Basel",EXP_225_node_8_0
226,node_6_44,SUCCEEDED,"Healthcare Equity vs. Transport Safety: In the AIID dataset, incidents in the 'Healthcare' sector are significantly more likely to be classified as 'Discrimination' or 'Allocative' harm, whereas 'Transportation' incidents are significantly more likely to be 'Safety' or 'Quality of Service' issues.",0.9839,Definitely True,0.5,Uncertain,-0.5806,Strong Negative (hypothesis contradicted),True,node_5_13,0,324.0,2026-02-22T11:34:22.112219+00:00,Contrast the dominant failure modes between the Healthcare and Transportation sectors using keyword-based text classification on incident descriptions.,The experiment was successfully executed using a robust keyword-based classification strategy to overcome the sparse metadata issues encountered in previous attempts. By analyzing the 'title' and 'des,EXP_226_node_6_44
227,node_5_88,SUCCEEDED,"Commercial Obscurity: Federal AI systems procured from commercial vendors are significantly less likely to provide 'Open' code access compared to systems developed internally by agencies or via custom code, creating a transparency barrier.",0.9839,Definitely True,0.9945,Definitely True,0.0128,Neutral (no significant belief shift),False,node_4_42,0,228.0,2026-02-22T11:40:26.032817+00:00,Evaluate the impact of commercial procurement on AI transparency (code availability).,"The experiment successfully tested the 'Commercial Obscurity' hypothesis using the corrected data columns identified in the previous debug step. 

1. **Data Processing**: The analysis utilized `22_dev",EXP_227_node_5_88
228,node_5_89,SUCCEEDED,"Adversarial Tactic-Gap Alignment: In the ATLAS dataset, attacks utilizing 'Exfiltration' tactics are predominantly associated with gaps in 'System Integration' (e.g., access controls), whereas 'Evasion' tactics cluster with gaps in 'Trust/Model Robustness' (e.g., adversarial training).",0.9274,Definitely True,0.8104,Likely True,-0.1404,Mild Negative (hypothesis weakened),False,node_4_52,0,392.4,2026-02-22T11:40:26.033992+00:00,Link adversarial tactics to specific types of governance/architectural gaps.,"The experiment successfully tested the 'Adversarial Tactic-Gap Alignment' hypothesis with refined keyword definitions. 

1. **Evasion vs. Trust Gaps**: The analysis found a highly significant associat",EXP_228_node_5_89
229,node_6_45,SUCCEEDED,"Rights vs. Safety Focus: Systems classified as 'Rights-Impacting' are significantly more likely to implement 'Bias Mitigation' than 'Safety-Impacting' systems, which effectively prioritize 'Real-World Testing' instead.",0.7339,Likely True,0.4258,Maybe False,-0.3697,Strong Negative (hypothesis contradicted),True,node_5_5,0,214.4,2026-02-22T11:47:01.131020+00:00,Analyze whether the nature of the AI impact (Rights vs. Safety) dictates the type of governance controls applied.,"The experiment successfully tested the hypothesis regarding the relationship between Impact Type (Rights vs. Safety) and Governance Controls using the `eo13960_scored` subset. 

1. **Sample Size Const",EXP_229_node_6_45
230,node_5_90,SUCCEEDED,"The 'High Stakes' Compliance Gap: Systems self-identified as 'High Impact' in the federal inventory do not show a statistically significant higher rate of 'Independent Evaluation' than 'Low Impact' systems, suggesting a failure of risk-based tiering.",0.7339,Likely True,0.25,Likely False,-0.5806,Strong Negative (hypothesis contradicted),True,node_4_4,1,239.2,2026-02-22T11:47:01.134873+00:00,Assess if risk tiering drives independent auditing.,"The experiment successfully tested the 'High Stakes Compliance Gap' hypothesis by analyzing 1,718 AI systems from the EO 13960 inventory. 

1. **Hypothesis Rejection**: The hypothesis posited that the",EXP_230_node_5_90
231,node_6_46,SUCCEEDED,"The 'Evasion-Mitigation' Void: In adversarial cases (ATLAS), attacks classified as 'Evasion' involve a significantly higher number of 'Competency Gaps' (missing controls) than 'Poisoning' attacks, suggesting evasion is harder to architecturally prevent.",0.7419,Likely True,0.4176,Maybe False,-0.3892,Strong Negative (hypothesis contradicted),True,node_5_37,0,385.0,2026-02-22T11:51:02.730920+00:00,Analyze if certain attack tactics expose more governance gaps than others.,"The experiment tested the 'Evasion-Mitigation Void' hypothesis, which posits that adversarial attacks using 'Evasion' tactics result in a higher number of competency gaps (missing controls) compared t",EXP_231_node_6_46
232,node_5_91,SUCCEEDED,"The 'Failure Mode Determinism': 'Specification Failures' (misaligned goals) are significantly more prevalent in 'Social Media' and 'Advertising' sectors, whereas 'Robustness Failures' (errors/attacks) dominate 'Security' and 'Industrial' sectors.",0.8145,Likely True,0.63,Maybe True,-0.2214,Mild Negative (hypothesis weakened),True,node_4_30,0,173.7,2026-02-22T11:51:02.736628+00:00,Investigate if specific industries are prone to specific types of technical AI failures.,"The experiment successfully executed the classification and statistical testing pipeline, but the results were heavily constrained by data sparsity. Out of 1,362 AIID incidents, only 9 data points (<1",EXP_232_node_5_91
233,node_5_92,SUCCEEDED,"Lifecycle Governance Decay: AI systems in the 'Operation' phase have significantly lower aggregated governance scores compared to systems in the 'Development' phase, suggesting that governance is treated as a pre-deployment gate rather than a continuous operational monitor.",0.7419,Likely True,0.2527,Likely False,-0.587,Strong Negative (hypothesis contradicted),True,node_4_26,0,217.1,2026-02-22T11:57:30.699556+00:00,Compare aggregate governance scores across lifecycle stages.,"The experiment successfully tested the 'Lifecycle Governance Decay' hypothesis using the EO 13960 dataset. 

1. **Data Processing**: The code successfully categorized 1,287 AI systems into 'Developmen",EXP_233_node_5_92
234,node_6_47,SUCCEEDED,Technology-Driven Autonomy: AI incidents involving 'Robotics' technologies exhibit significantly higher autonomy levels than incidents involving 'Language' or 'Computer Vision' technologies.,0.7419,Likely True,0.619,Maybe True,-0.1475,Mild Negative (hypothesis weakened),False,node_5_29,0,432.5,2026-02-22T11:57:30.700680+00:00,Investigate the relationship between AI technology type and system autonomy in real-world failure scenarios.,"The experiment successfully processed the dataset but encountered a critical data limitation that prevented a full test of the hypothesis. 

1. **Data Availability**: The keyword-based classification ",EXP_234_node_6_47
235,node_6_48,SUCCEEDED,"Sector-Specific Intentionality: The 'Law Enforcement' sector is significantly more likely to report incidents classified as 'Intentional Harm' compared to the 'Healthcare' sector, which is predominantly characterized by unintentional accidents.",0.7661,Likely True,0.2665,Likely False,-0.5996,Strong Negative (hypothesis contradicted),True,node_5_31,0,362.5,2026-02-22T12:04:46.730965+00:00,Correct the previous logic error in classifying 'Intentional Harm' to accurately contrast the nature of harm (Intentional vs. Unintentional) between Law Enforcement and Healthcare sectors.,"The experiment was executed successfully, correcting the previous logic error regarding substring matching. The revised `classify_intent` function correctly distinguishes between 'Intentional' and 'Un",EXP_235_node_6_48
236,node_6_49,SUCCEEDED,"Adversarial attacks in the ATLAS dataset that achieve the 'Impact' tactic utilize a significantly higher average number of unique 'Techniques' than attacks limited to 'Initial Access' or 'Discovery', implying greater complexity is required for impact.",0.7419,Likely True,0.4176,Maybe False,-0.3892,Strong Negative (hypothesis contradicted),True,node_5_17,0,263.0,2026-02-22T12:04:47.048182+00:00,Quantify the tactical complexity (technique count) required to reach the 'Impact' stage in adversarial AI attacks.,"The experiment was successfully executed using the corrected parsing logic for the 'tactics' column (matching 'impact.id'). 

### Hypothesis Verification
The hypothesis that **'Impact' attacks utilize",EXP_236_node_6_49
237,node_6_50,SUCCEEDED,"The 'Code Sovereignty' Gap: AI systems developed by external contractors are significantly less likely to grant government agencies full access to source code compared to systems developed in-house, creating a 'black box' maintenance risk.",0.9839,Definitely True,0.9945,Definitely True,0.0128,Neutral (no significant belief shift),False,node_5_1,0,201.8,2026-02-22T12:10:52.202392+00:00,Determine if the development method (Outsourced vs. In-House) predicts the availability of code access.,"The experiment successfully validated the 'Code Sovereignty' hypothesis. Analyzing 781 records from the EO 13960 dataset, the study found a striking disparity in source code availability based on the ",EXP_237_node_6_50
238,node_5_93,SUCCEEDED,"The 'Autonomous' Escalation: High-autonomy AI systems (e.g., those that act independently) are significantly more likely to cause 'Collective/Societal' harm rather than 'Individual' harm, compared to Low-autonomy (assistive) systems.",0.7419,Likely True,0.7418,Likely True,-0.0002,Neutral (no significant belief shift),False,node_4_9,0,285.2,2026-02-22T12:10:52.204307+00:00,Assess if the level of AI autonomy correlates with the scale of harm distribution.,The experiment was successfully executed and the code correctly mapped the ordinal autonomy codes and unstructured harm distribution text into binary categories. The analysis of 180 incidents revealed,EXP_238_node_5_93
239,node_6_51,SUCCEEDED,"Assessment-Monitoring Decoupling: In federal AI deployments (EO13960), there is no significant positive correlation between performing an 'Impact Assessment' and conducting 'Post-Deployment Monitoring', suggesting that governance checks are often one-off compliance events rather than continuous lifecycle management.",0.75,Likely True,0.2672,Likely False,-0.5793,Strong Negative (hypothesis contradicted),True,node_5_22,0,224.8,2026-02-22T12:15:40.071156+00:00,Test the correlation between pre-deployment impact assessment and post-deployment monitoring.,The experiment successfully analyzed the relationship between 'Impact Assessment' and 'Post-Deployment Monitoring' within the EO 13960 dataset (N=1757). The code correctly parsed the sparse text field,EXP_239_node_6_51
240,node_6_52,SUCCEEDED,"Sector-Specific Harm Domains: AI incidents in the 'Government' sector are disproportionately associated with 'Civil Rights' or 'Liberty' harms compared to the 'Healthcare' sector, which is dominated by 'Physical Safety' harms.",0.9274,Definitely True,0.7246,Likely True,-0.2434,Mild Negative (hypothesis weakened),True,node_5_44,1,488.7,2026-02-22T12:15:40.072801+00:00,Compare the distribution of harm domains across Government and Healthcare sectors.,"The experiment was executed successfully, utilizing a text-mining approach ('title' + 'description') after previous attempts revealed that the structured columns 'Harm Domain' and 'Tangible Harm' cont",EXP_240_node_6_52
241,node_6_53,SUCCEEDED,"The 'Legacy Governance' Lag: AI systems implemented prior to the 2021 Executive Order show significantly lower compliance with 'Bias Mitigation' controls compared to systems implemented post-2021, indicating a lack of retroactive governance.",0.7419,Likely True,0.2527,Likely False,-0.587,Strong Negative (hypothesis contradicted),True,node_5_90,0,280.4,2026-02-22T12:23:51.749964+00:00,Assess the temporal adoption of bias mitigation controls.,"The experiment successfully tested the 'Legacy Governance Lag' hypothesis using 606 AI systems with valid implementation dates from the EO 13960 inventory.

1. **Hypothesis Rejection**: The hypothesis",EXP_241_node_6_53
242,node_6_54,SUCCEEDED,"Sectoral Harm Fingerprints: The 'Financial' sector is disproportionately associated with 'Economic' harm incidents, whereas 'Public Sector' incidents are dominated by 'Social' or 'Civil Rights' harms.",0.8629,Likely True,0.9533,Definitely True,0.1085,Mild Positive (hypothesis somewhat supported),False,node_5_5,0,501.6,2026-02-22T12:23:51.751009+00:00,Determine if specific industry sectors have distinct 'harm profiles' in AI incidents.,The experiment successfully validated the 'Sectoral Harm Fingerprints' hypothesis by overcoming missing metadata through keyword-based text analysis of incident descriptions. The analysis revealed dis,EXP_242_node_6_54
243,node_6_55,SUCCEEDED,The 'ATO-Security' Correlation: The presence of an 'Authorization to Operate' (ATO) is strongly correlated with 'Monitoring' (Integration Readiness) but shows no significant correlation with 'AI Notice' (Trust Readiness).,0.7419,Likely True,0.2527,Likely False,-0.587,Strong Negative (hypothesis contradicted),True,node_5_38,0,181.6,2026-02-22T12:32:16.307517+00:00,Test the decoupling of cybersecurity compliance (ATO) from transparency governance (Notice).,The experiment successfully tested the 'ATO-Security Correlation' hypothesis using the EO 13960 dataset. The programmer correctly filtered the data and mapped the text-heavy 'Monitoring' and 'Notice' ,EXP_243_node_6_55
244,node_7_8,SUCCEEDED,"The Evasion-Robustness Link: In adversarial AI cases, the use of 'Evasion' tactics is strongly predictive of a 'Model Robustness' competency gap, whereas 'Exfiltration' tactics are predictive of 'System Access/Logging' gaps.",0.9597,Definitely True,0.3434,Maybe False,-0.7395,Strong Negative (hypothesis contradicted),True,node_6_3,1,339.8,2026-02-22T12:32:16.318450+00:00,Map specific adversarial tactics to specific governance competency gaps.,"The experiment successfully tested the 'Evasion-Robustness Link' hypothesis by mapping MITRE ATLAS tactic IDs (AML.TA0006 for Evasion, AML.TA0010 for Exfiltration) to competency gaps in the `step3_inc",EXP_244_node_7_8
245,node_8_1,SUCCEEDED,"Commercial Opacity: Commercially acquired AI systems are significantly less likely to provide 'Code Access' for governance review compared to government-developed systems, creating a transparency barrier due to intellectual property constraints.",0.9839,Definitely True,0.9945,Definitely True,0.0128,Neutral (no significant belief shift),False,node_7_8,0,291.2,2026-02-22T12:38:00.219903+00:00,Compare code accessibility rates between commercial and government-developed AI systems.,The experiment successfully tested the 'Commercial Opacity' hypothesis using the EO 13960 dataset. By correctly identifying '22_dev_method' as the proxy for system origin (Contracted vs. In-house) and,EXP_245_node_8_1
246,node_7_9,SUCCEEDED,"The Commercial Compliance Gap: Federal AI systems procured from Commercial sources (COTS) are significantly less likely to have completed 'Impact Assessments' than systems developed Internally, reflecting a 'black box' governance oversight where agencies assume vendors handle compliance.",0.7903,Likely True,0.3901,Maybe False,-0.4803,Strong Negative (hypothesis contradicted),True,node_6_3,0,280.5,2026-02-22T12:38:00.225022+00:00,Determine if the source of AI acquisition (Commercial vs. Custom) impacts the likelihood of performing Impact Assessments.,"The experiment successfully tested the 'Commercial Compliance Gap' hypothesis using the EO 13960 dataset. 

**Methodology:**
The analysis categorized 920 AI systems based on their development method:
",EXP_246_node_7_9
247,node_6_56,SUCCEEDED,"Vendor Opacity: AI systems acquired from commercial vendors are significantly less likely to provide 'Code Access' compared to custom-developed systems, creating a 'black box' governance risk.",0.9839,Definitely True,0.9945,Definitely True,0.0128,Neutral (no significant belief shift),False,node_5_54,0,278.1,2026-02-22T12:42:54.925764+00:00,Compare code access availability between commercial and custom AI systems in the federal inventory.,"The experiment successfully tested the 'Vendor Opacity' hypothesis after correcting the data filtering logic from the previous attempt. By mapping '37_custom_code' ('Yes' as Custom, 'No' as Commercial",EXP_247_node_6_56
248,node_5_94,SUCCEEDED,"Autonomy-Severity Paradox: Higher levels of system autonomy in AI incidents correlate with higher 'Harm Severity' scores, as the removal of human oversight allows failures to cascade.",0.6371,Maybe True,0.7775,Likely True,0.1685,Mild Positive (hypothesis somewhat supported),False,node_4_31,0,235.3,2026-02-22T12:42:54.928596+00:00,Investigate the correlation between Autonomy Level and Harm Severity in real-world incidents.,"The experiment successfully tested the 'Autonomy-Severity Paradox' hypothesis using Spearman's Rank Correlation on 177 qualifying incidents from the AIID dataset.

**Findings:**
1. **Statistically Sig",EXP_248_node_5_94
249,node_6_57,SUCCEEDED,"Diagnosability of Tangible Harm: AI incidents resulting in 'Tangible' harm (e.g., physical, financial) are significantly more likely to have a specific 'Known AI Technical Failure' identified than incidents with 'Intangible' harm, reflecting the difficulty in diagnosing socio-technical failures.",0.7419,Likely True,0.2582,Likely False,-0.5804,Strong Negative (hypothesis contradicted),True,node_5_87,1,321.1,2026-02-22T12:47:35.834395+00:00,Test if Tangible Harm incidents have higher rates of identified technical failures compared to Intangible Harm incidents.,"The experiment successfully tested the 'Diagnosability of Tangible Harm' hypothesis using the AIID incidents dataset. After mapping the verbose descriptions in the 'Tangible Harm' column, 166 incident",EXP_249_node_6_57
250,node_6_58,SUCCEEDED,"The Autonomy-Physicality Link: High-autonomy AI systems (e.g., autonomous vehicles/robots) are statistically more likely to cause 'Physical' harm, whereas lower-autonomy systems (decision support) are associated with 'Intangible' harm (bias/economic loss).",0.879,Likely True,0.2995,Likely False,-0.6955,Strong Negative (hypothesis contradicted),True,node_5_60,0,276.7,2026-02-22T12:47:35.835413+00:00,Investigate the correlation between system autonomy levels and the domain of harm caused in incidents.,The experiment successfully tested the 'Autonomy-Physicality Link' hypothesis using the AIID dataset. After mapping 135 valid incidents into 'High' (Autonomy3) and 'Low' (Autonomy1/2) autonomy levels ,EXP_250_node_6_58
251,node_8_2,SUCCEEDED,"The Biometric Bias-Mitigation Gap: Federal AI systems involving 'Facial Recognition' or 'Biometrics' report *lower* rates of specific 'Disparity Mitigation' measures compared to the general inventory baseline, despite high public concern.",0.8548,Likely True,0.2912,Likely False,-0.6764,Strong Negative (hypothesis contradicted),True,node_7_2,0,316.6,2026-02-22T12:52:59.829933+00:00,Evaluate if high-risk biometric systems are adequately mitigating bias compared to other systems.,"The experiment successfully tested the 'Biometric Bias-Mitigation Gap' hypothesis using the EO 13960 dataset. 

1. **Data Processing**: The code successfully identified 190 'Biometric' systems (using ",EXP_251_node_8_2
252,node_6_59,SUCCEEDED,"Sector-Specific Harm Profiles: The 'Healthcare' sector is associated with a significantly higher proportion of 'Physical/Safety' harm domains compared to the 'Financial' sector, which correlates more strongly with 'Economic/Reputational' harm.",0.9839,Definitely True,0.9945,Definitely True,0.0128,Neutral (no significant belief shift),False,node_5_74,0,423.4,2026-02-22T12:52:59.831855+00:00,Resolve previous data mapping failures by inspecting specific column values in the AIID dataset and re-testing the association between Sector (Healthcare vs. Financial) and Harm Type (Physical vs. Economic).,The experiment successfully tested the 'Sector-Specific Harm Profiles' hypothesis using a text-mining approach to overcome the metadata sparsity encountered in previous attempts. By deriving `Sector` ,EXP_252_node_6_59
253,node_6_60,SUCCEEDED,"The 'Legacy Governance Debt': AI systems in the 'Operation and Maintenance' stage in the EO 13960 inventory are significantly less likely to have a documented 'Impact Assessment' compared to systems in the 'Development/Acquisition' stage, suggesting that new governance requirements are not being retroactively applied to older deployments.",0.75,Likely True,0.2555,Likely False,-0.5934,Strong Negative (hypothesis contradicted),True,node_5_28,0,208.4,2026-02-22T13:00:06.283676+00:00,Assess whether governance compliance (Impact Assessment) correlates with the lifecycle stage of the AI system.,The experiment successfully tested the 'Legacy Governance Debt' hypothesis using the EO 13960 dataset (n=978). The analysis categorized systems into 'Operation' (n=627) and 'Development' (n=351) stage,EXP_253_node_6_60
254,node_6_61,SUCCEEDED,"The 'Public-Facing' Commercial Gap: AI systems providing a direct 'Public Service' are significantly less likely to be 'Commercial' (COTS) products compared to internal administrative systems, reflecting a preference for custom solutions in citizen-facing roles.",0.7419,Likely True,0.6374,Maybe True,-0.1255,Mild Negative (hypothesis weakened),False,node_5_8,0,284.4,2026-02-22T13:00:06.285763+00:00,Analyze procurement patterns (Build vs Buy) based on the system's service orientation.,"The experiment successfully analyzed the procurement patterns of AI systems in the EO 13960 inventory. By classifying systems based on their service orientation, the code identified 65 'Public Service",EXP_254_node_6_61
255,node_6_62,SUCCEEDED,"The Autonomy-Severity Paradox: In the AI Incident Database, incidents involving 'High Autonomy' systems are significantly more likely to result in 'Physical/Safety' harms, whereas 'Low Autonomy' systems are associated with 'Economic' or 'Reputational' harms.",0.7419,Likely True,0.7419,Likely True,0.0,Neutral (no significant belief shift),False,node_5_10,0,488.3,2026-02-22T13:04:53.523749+00:00,Analyze the relationship between system autonomy levels and the domain of harm caused using the AI Incident Database subset.,"The previous experiments failed because the column 'Harm Domain' contained boolean-like values ('yes', 'no') instead of the expected categorical descriptions (e.g., 'Physical', 'Economic'). To address",EXP_255_node_6_62
256,node_6_63,SUCCEEDED,"Risk-Control Misalignment: In federal AI deployments, systems self-classified as 'High Impact' are not statistically more likely to possess 'Independent Evaluation' controls than 'Low Impact' systems, indicating a gap between risk identification and verification rigor.",0.7419,Likely True,0.2527,Likely False,-0.587,Strong Negative (hypothesis contradicted),True,node_5_51,0,271.4,2026-02-22T13:04:53.524956+00:00,Assess if self-reported risk levels correlate with the presence of independent evaluations.,"The experiment was successfully executed with corrected data mapping logic. 

1. **Data Processing**: 
   - The 'High Impact' category was correctly aggregated from 'Rights-Impacting', 'Safety-Impacti",EXP_256_node_6_63
257,node_6_64,SUCCEEDED,"The Vendor 'Black Box' Paradox: Government use cases relying on 'Commercial' AI are statistically less likely to possess 'Code Access' or perform 'Impact Assessments' than 'Custom/In-house' systems, confirming that proprietary procurement hinders critical governance visibility.",0.9839,Definitely True,0.7967,Likely True,-0.2246,Mild Negative (hypothesis weakened),True,node_5_14,0,406.0,2026-02-22T13:13:04.804343+00:00,Assess the impact of commercial procurement on governance transparency.,"The experiment was successfully executed using `37_custom_code` as a robust proxy for the Commercial vs. Custom distinction (yielding 967 analyzable cases). 

**Findings:**

1.  **Code Access (Strongl",EXP_257_node_6_64
258,node_8_3,SUCCEEDED,"The 'Adversarial Governance Gap' Hypothesis: Adversarial AI attacks (ATLAS cases) are significantly more likely to exploit gaps in 'Trust Readiness' (TR) competencies than 'Integration Readiness' (IR) competencies, indicating that security vulnerabilities are primarily rooted in trust assurance failures.",0.7419,Likely True,0.2912,Likely False,-0.5409,Strong Negative (hypothesis contradicted),True,node_7_0,0,292.4,2026-02-22T13:13:04.808041+00:00,Quantify the prevalence of Trust vs. Integration gaps in adversarial incidents.,The experiment was successfully executed on the third attempt after correctly identifying the 'competency_domains' column for analysis. Processing 52 adversarial case studies yielded a total of 297 co,EXP_258_node_8_3
259,node_6_65,SUCCEEDED,"The 'Automation-Overconfidence' Paradox: Systems flagged as fully 'Autonomous' in the federal inventory are significantly less likely to have 'Key Risks' identified compared to 'Human-Assisted' systems, suggesting an automation bias where removing the human is mistakenly equated with removing risk.",0.7258,Likely True,0.3846,Maybe False,-0.4094,Strong Negative (hypothesis contradicted),True,node_5_34,0,265.4,2026-02-22T13:19:53.734948+00:00,Investigate if autonomy correlates with a decrease in reported risk awareness.,The experiment successfully tested the 'Automation-Overconfidence' Paradox using Fisher's Exact Test to account for the small sample size of fully autonomous systems (n=7) versus human-assisted ones (,EXP_259_node_6_65
260,node_7_10,FAILED,"The 'Generative' Harm Shift: Incidents involving Generative AI technologies are statistically more likely to manifest as 'Reputational' or 'Psychological' harms, whereas Discriminative AI incidents cluster around 'Allocative' harms.",,Unknown,,Unknown,,N/A,,node_6_13,0,567.7,2026-02-22T13:19:53.735917+00:00,Profile the distinct risk signature of Generative AI compared to traditional Discriminative AI by analyzing the 'Tangible Harm' column in the AIID dataset.,"The experiment successfully identified the correct harm classification column and tested the hypothesis. 

**Data Discovery:**
By scanning all columns for taxonomy keywords, the code identified `prima",EXP_260_node_7_10
261,node_7_11,SUCCEEDED,"Control Clustering: The governance controls 'Real World Testing' and 'Independent Evaluation' are positively correlated, suggesting they form a coherent 'Verification & Validation' maturity bundle rather than being applied randomly.",0.7419,Likely True,0.9121,Definitely True,0.2042,Mild Positive (hypothesis somewhat supported),True,node_6_57,0,183.1,2026-02-22T13:29:24.673917+00:00,Assess the co-occurrence of Testing and Independent Evaluation controls.,The experiment successfully validated the 'Control Clustering' hypothesis using the EO 13960 dataset. After refining the text parsing logic to correctly identify verbose descriptions of 'Real World Te,EXP_261_node_7_11
262,node_6_66,SUCCEEDED,"Generative Sector Bias: 'Generative AI' incidents in the AIID dataset are disproportionately concentrated in the 'Technology' and 'Information' sectors compared to 'Healthcare' or 'Transportation', where discriminative models prevail.",0.7823,Likely True,0.761,Likely True,-0.0255,Neutral (no significant belief shift),False,node_5_87,0,161.1,2026-02-22T13:29:24.675741+00:00,Compare the sector distribution of Generative AI incidents versus other AI technologies.,"The experiment was successfully executed, though the analysis was heavily constrained by data quality issues within the AIID dataset. Specifically, 1,161 of the 1,362 incidents (85%) lacked a defined ",EXP_262_node_6_66
263,node_6_67,SUCCEEDED,"The 'Missing Mitigation' Cluster: In the incident coding dataset, 'Evasion' tactics are associated with a significantly higher count of 'Competency Gaps' per incident compared to 'Exfiltration' tactics, suggesting current architectures are less mature against adversarial inputs.",0.681,Maybe True,0.2219,Likely False,-0.5509,Strong Negative (hypothesis contradicted),True,node_5_43,0,372.6,2026-02-22T13:32:30.880089+00:00,Identify which adversarial tactics expose the most governance gaps.,"The experiment successfully tested the 'Missing Mitigation Cluster' hypothesis. By correctly mapping Tactic IDs (e.g., AML.TA0000) to names using the 'cross_taxonomy_map' source and analyzing the 'ste",EXP_263_node_6_67
264,node_5_95,SUCCEEDED,"Autonomy-Intent Inversion: Incidents involving 'Intentional' harm (malicious use) are strongly associated with lower levels of AI autonomy, whereas 'Unintentional' accidents are associated with higher autonomy.",0.7823,Likely True,0.4203,Maybe False,-0.4343,Strong Negative (hypothesis contradicted),True,node_4_50,1,246.9,2026-02-22T13:32:30.881334+00:00,Investigate the relationship between system autonomy and the intentionality of harm.,The experiment successfully analyzed 177 incidents from the AIID dataset where both 'Autonomy Level' and 'Intentional Harm' data were available. The data cleaning logic correctly mapped 'Autonomy1' to,EXP_264_node_5_95
265,node_5_96,SUCCEEDED,"Data Governance Cascade: The presence of a 'Data Catalog' (Q31) is a strong predictor for the presence of 'Data Documentation' (Q34), indicating these controls exist as a dependent maturity bundle.",0.75,Likely True,0.85,Likely True,0.12,Mild Positive (hypothesis somewhat supported),False,node_4_45,0,289.4,2026-02-22T13:38:46.547887+00:00,Re-assess the dependency between Data Catalog and Data Documentation using corrected text mapping for maturity descriptions to avoid false negatives.,"The experiment successfully corrected the data-cleaning error from the previous iteration. By mapping specific maturity description strings (e.g., 'partially completed', 'is complete', 'widely availab",EXP_265_node_5_96
266,node_6_68,SUCCEEDED,Defense vs Civilian Transparency: Defense and Security agencies are significantly less likely to report having an 'Appeal Process' (Q65) for their AI systems compared to Civilian agencies.,0.7258,Likely True,0.2527,Likely False,-0.5677,Strong Negative (hypothesis contradicted),True,node_5_67,0,204.6,2026-02-22T13:38:46.549748+00:00,Compare the availability of redress/appeal mechanisms between Defense/Security agencies and Civilian agencies.,"The experiment successfully tested the 'Defense vs Civilian Transparency' hypothesis but found no statistical support for it.

1. **Data Classification**: The code successfully categorized 1,757 feder",EXP_266_node_6_68
