3_agency,2_use_case_name,16_dev_stage,operational,orientation,TR,IR,TR_x_IR,vendor,mixed_dev,rights_safety,agency_n,topic_breadth,tr_ato,tr_internal_rev,tr_impact_assess,tr_rw_testing,tr_indep_eval,tr_postdeploy,tr_notice,tr_disparity,tr_appeal,ir_data_catalog,ir_data_docs,ir_custom_code,ir_code_access,ir_infra,ir_timely_res,ir_reuse
Federal Deposit Insurance Corporation,Pre-Examination Planning Monitoring,Operation and Maintenance,1,-1.1221409082419003,2,5,10,0,0,0,55,2,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
Federal Deposit Insurance Corporation,Einstein Call Center Assistance,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,HMDA (Home Mortgage Disclosure Act) Outlier Screen,Operation and Maintenance,1,-1.1221409082419003,2,5,10,0,0,0,55,2,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
Federal Deposit Insurance Corporation,FDIC Deposit Insurance Misrepresentation ,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,Aggregating Complaint Data,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,Financial Well-Being Project,Retired,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,Generative Artificial Intelligence (AI) for Legal Research,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,Outlook Unstructured Text Extraction ,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,Public-Facing ChatBot,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,Purchase Card Activity Monitoring,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,AI-driven Workflow Automations to Improve Business Operations,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,Automatically-Scored Writing Assessment (AWA),Operation and Maintenance,1,-1.1221409082419003,2,3,6,1,0,1,55,2,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Federal Deposit Insurance Corporation,Structured Interview (SI) tool,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,FDIC Predictive Budget Analysis,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,CFOO Assessment Chatbot,Acquisition and/or Development,0,-1.1221409082419003,2,2,4,0,0,0,55,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Federal Deposit Insurance Corporation,Goals and Workload Assumptions,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,CFOO Admin Chatbot,Operation and Maintenance,1,-1.1221409082419003,2,4,8,0,0,0,55,2,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1
Federal Deposit Insurance Corporation,CFOO Travel Chatbot,Operation and Maintenance,1,-1.1221409082419003,2,4,8,0,0,0,55,2,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1
Federal Deposit Insurance Corporation,CFOO Transactional Data Analysis,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,FDIC Staffing Model,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,FDIC Financial Audit Report,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,Risk Identification and Response,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,FDIC Narrative Reports Generation,Implementation and Assessment,1,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,FDIC Investment Portfolio Management ,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,Analytics on Loan Data,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,Analytics on Securities Data,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,Business Data Extraction from Loan Files,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,Data Extraction from Security Prospectus,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,Deposit Insurance Determination,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,Initial Deposit File Analysis,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,Owned Real Estate (ORE) Property Appraisal,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,Trust Document Entity Extraction,Acquisition and/or Development,0,-1.1221409082419003,2,2,4,0,0,0,55,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Federal Deposit Insurance Corporation,Trust Document Entity Extraction - LLM,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,Post Examination Survey Comment Analysis,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,Extracting IT information,Operation and Maintenance,1,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,Transcribing Structured Interviews,Acquisition and/or Development,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,New Offsite Models,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,Document Indexing,Initiated,0,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Deposit Insurance Corporation,eDiscovery Organize & Search,Operation and Maintenance,1,-1.1221409082419003,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Energy Regulatory Commission,Leverage AI in the Rulemaking Process Use Case ,,0,-2.379285737946182,2,7,14,0,1,0,4,2,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Federal Energy Regulatory Commission,Improve Safety Inspections Use Case ,,0,-2.379285737946182,1,3,3,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Federal Energy Regulatory Commission,Enhance Market Surveillance and Fraud Detection Use Case ,,0,-2.379285737946182,1,4,4,0,0,0,4,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1
Federal Energy Regulatory Commission,Support Interconnection Request Responses Use Case ,,0,-2.379285737946182,1,4,4,0,0,0,4,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1
Federal Housing Finance Agency,LexisNexis,Initiated,0,-1.8998144173639795,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Housing Finance Agency,Neural Networks for FHFA Modeling Analytics Platform (FMAP),Acquisition and/or Development,0,-1.8998144173639795,1,5,5,0,0,0,18,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1
Federal Housing Finance Agency,Phishing Email Identification,Implementation and Assessment,1,-1.8998144173639795,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Housing Finance Agency,WestLaw,Initiated,0,-1.8998144173639795,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Housing Finance Agency,Public Comments Summarization and Topic Classifications Pilot Project,Initiated,0,-1.8998144173639795,1,4,4,0,0,0,18,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Federal Housing Finance Agency,Virtual Acquisition Office (VAO) Ally ,Implementation and Assessment,1,-1.8998144173639795,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Housing Finance Agency,"Analytics,, Search, Queries and LLM integration for data management on Oracle",Acquisition and/or Development,0,-1.8998144173639795,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Housing Finance Agency,Python modules to support AI/ML,Implementation and Assessment,1,-1.8998144173639795,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Housing Finance Agency,R modules to support AI/ML,Implementation and Assessment,1,-1.8998144173639795,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Housing Finance Agency,Security and network monitoring using Cisco Identify Services engine,Implementation and Assessment,1,-1.8998144173639795,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Housing Finance Agency,Desktop productivity using Microsoft 365,Implementation and Assessment,1,-1.8998144173639795,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Housing Finance Agency,Virtual Desktop using Citrix ,Implementation and Assessment,1,-1.8998144173639795,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Housing Finance Agency,"Analytics, Indexing, and Anomaly Detection for Data Management on SQL Server ",Implementation and Assessment,1,-1.8998144173639795,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Housing Finance Agency,Workflow automation and predictive analytics using ServiceNow,Implementation and Assessment,1,-1.8998144173639795,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Housing Finance Agency,Security and Compliance in file sharing and collaboration using Kiteworks,Implementation and Assessment,1,-1.8998144173639795,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Housing Finance Agency,"Network monitoring, anomaly detection through Whats Up Gold and Flowmon integration",Implementation and Assessment,1,-1.8998144173639795,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Housing Finance Agency,Mathematical formula transcription using Commonlook Online,Implementation and Assessment,1,-1.8998144173639795,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Housing Finance Agency,Mobile Worker Productivity using Apple iOS platform,Operation and Maintenance,1,-1.8998144173639795,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Economic Trend Modeling,Operation and Maintenance,1,-0.5251787278548843,2,6,12,0,0,0,50,5,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1
Board of Governors of the Federal Reserve System,Document Organization Tool,Acquisition and/or Development,0,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,PDF Optical Character Recognition (Text),Operation and Maintenance,1,-0.5251787278548843,2,3,6,0,0,0,50,5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Board of Governors of the Federal Reserve System,PDF Optical Character Recognition (Images),Acquisition and/or Development,0,-0.5251787278548843,2,3,6,0,0,0,50,5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Board of Governors of the Federal Reserve System,Stock Market Analysis,Acquisition and/or Development,0,-0.5251787278548843,2,6,12,0,0,0,50,5,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1
Board of Governors of the Federal Reserve System,Earnings Calls Search Tool,Operation and Maintenance,1,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Incident Reporting Pattern Detection,Implementation and Assessment,1,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Consumer Related Information Classification,Implementation and Assessment,1,-0.5251787278548843,2,6,12,0,0,0,50,5,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1
Board of Governors of the Federal Reserve System,Commercial Real Estate Index,Operation and Maintenance,1,-0.5251787278548843,2,6,12,0,0,0,50,5,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1
Board of Governors of the Federal Reserve System,Variable Optimization,Implementation and Assessment,1,-0.5251787278548843,2,6,12,0,0,0,50,5,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1
Board of Governors of the Federal Reserve System,Credit Fragment Analysis,Initiated,0,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Cybersecurity Monitoring Tool,Operation and Maintenance,1,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Proposals and Public Comments,Operation and Maintenance,1,-0.5251787278548843,2,4,8,0,0,0,50,5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1
Board of Governors of the Federal Reserve System,Graphic design improvements,Operation and Maintenance,1,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Bank Subsidiary Identification,Initiated,0,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Manufacturer Sentiment Analysis,Operation and Maintenance,1,-0.5251787278548843,2,6,12,0,0,0,50,5,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1
Board of Governors of the Federal Reserve System,Supply Chain Estimations,Operation and Maintenance,1,-0.5251787278548843,2,6,12,0,0,0,50,5,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1
Board of Governors of the Federal Reserve System,Research And Development Analysis,Acquisition and/or Development,0,-0.5251787278548843,2,6,12,0,0,0,50,5,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1
Board of Governors of the Federal Reserve System,Newsfeed Data Transformations,Operation and Maintenance,1,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Newsfeed Data Processing,Acquisition and/or Development,0,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Body Worn Cameras Data Management System,Acquisition and/or Development,0,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Market Fund Portfolio,Operation and Maintenance,1,-0.5251787278548843,2,5,10,0,0,0,50,5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
Board of Governors of the Federal Reserve System,Earnings Calls Analysis,Operation and Maintenance,1,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Sentiment Analysis of Earnings Transcripts,Operation and Maintenance,1,-0.5251787278548843,2,6,12,0,0,0,50,5,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1
Board of Governors of the Federal Reserve System,Anomaly Detection,Operation and Maintenance,1,-0.5251787278548843,2,6,12,0,0,0,50,5,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1
Board of Governors of the Federal Reserve System,Consumer Complaints Explorer,Operation and Maintenance,1,-0.5251787278548843,2,5,10,0,0,0,50,5,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
Board of Governors of the Federal Reserve System,Graphic Design Improvements,Operation and Maintenance,1,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Regulatory Data Analysis,Operation and Maintenance,1,-0.5251787278548843,2,5,10,0,0,0,50,5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
Board of Governors of the Federal Reserve System,Decision Tree for Deposits Data,Implementation and Assessment,1,-0.5251787278548843,2,4,8,0,0,0,50,5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1
Board of Governors of the Federal Reserve System,Institutional Profile Dashboard,Operation and Maintenance,1,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Novel Activities Call Report Classification,Retired,0,-0.5251787278548843,2,6,12,0,0,0,50,5,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1
Board of Governors of the Federal Reserve System,Financial News Processing,Implementation and Assessment,1,-0.5251787278548843,2,3,6,0,0,0,50,5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Board of Governors of the Federal Reserve System,Bank Exam Quality Control,Acquisition and/or Development,0,-0.5251787278548843,2,3,6,0,0,0,50,5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Board of Governors of the Federal Reserve System,Document Summarization Statistics,Operation and Maintenance,1,-0.5251787278548843,2,3,6,0,0,0,50,5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Board of Governors of the Federal Reserve System,Writing Quality Analysis Model,Initiated,0,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Comment Review System,Operation and Maintenance,1,-0.5251787278548843,2,4,8,0,0,0,50,5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1
Board of Governors of the Federal Reserve System,Trading Desk Grouping,Implementation and Assessment,1,-0.5251787278548843,2,6,12,0,0,0,50,5,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1
Board of Governors of the Federal Reserve System,Labor Market Analysis,Operation and Maintenance,1,-0.5251787278548843,2,6,12,0,0,0,50,5,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1
Board of Governors of the Federal Reserve System,Entity Name Matching Tool,Acquisition and/or Development,0,-0.5251787278548843,2,5,10,0,0,0,50,5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
Board of Governors of the Federal Reserve System,Time Reporting Tool,Acquisition and/or Development,0,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Threshold Monitoring,Initiated,0,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Supply and Demand Tool,Initiated,0,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Outlier Detection,Initiated,0,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Earnings Call Topic Model,Initiated,0,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Bank Performance Monitoring,Initiated,0,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Network management platform,Implementation and Assessment,1,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Bank Exam Quality Control,Acquisition and/or Development,0,-0.5251787278548843,2,3,6,0,0,0,50,5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Board of Governors of the Federal Reserve System,Recommendation Engine,Operation and Maintenance,1,-0.5251787278548843,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Board of Governors of the Federal Reserve System,Risk Rating Model- Community Banks,Operation and Maintenance,1,-0.5251787278548843,2,7,14,0,0,0,50,5,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Board of Governors of the Federal Reserve System,Risk Rating Model,Implementation and Assessment,1,-0.5251787278548843,2,7,14,0,0,0,50,5,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Federal Trade Commission,Automatic PSC Classification,Operation and Maintenance,1,-2.2041990538076206,1,3,3,1,0,0,6,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Federal Trade Commission,Group Duplicate Complaints,Operation and Maintenance,1,-2.2041990538076206,1,3,3,1,0,0,6,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Federal Trade Commission,Chatbot,Operation and Maintenance,1,-2.2041990538076206,1,3,3,1,0,0,6,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Federal Trade Commission,Word Cloud,Operation and Maintenance,1,-2.2041990538076206,1,3,3,1,0,0,6,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Federal Trade Commission,Graph Analytics,Operation and Maintenance,1,-2.2041990538076206,1,3,3,1,0,0,6,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Federal Trade Commission,Developer productivity,Initiated,0,-2.2041990538076206,1,3,3,1,0,0,6,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
National Archives and Records Administration,AI Pilot Project to Screen and Flag for Personally Identifiable Information (PII) in Digitized Archival Records,Acquisition and/or Development,0,-2.2338094885766067,6,7,42,0,0,0,9,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
National Archives and Records Administration,Freedom of Information Act (FOIA) Discovery AI Pilot,Acquisition and/or Development,0,-2.2338094885766067,6,7,42,0,0,0,9,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
National Archives and Records Administration,Auto-fill of Descriptive Metadata for Archival Descriptions ,Acquisition and/or Development,0,-2.2338094885766067,6,7,42,0,0,0,9,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
National Archives and Records Administration,AI based Semantic Search for National Archives Catalog,Acquisition and/or Development,0,-2.2338094885766067,6,7,42,0,0,0,9,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
National Archives and Records Administration,AI Pilot for National Declassification Center (NDC) at NARA,Planned,0,-2.2338094885766067,0,1,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
National Archives and Records Administration,Develop a Custom AI Model to Power Generative AI- Capabilities,Planned,0,-2.2338094885766067,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Archives and Records Administration,Develop a Natural Language Based Chat Interface (like ChatGPT) to Interact With the Archival Documents,Planned,0,-2.2338094885766067,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Archives and Records Administration,"Topic Summarizer and Entity Extraction using AI
",Planned,0,-2.2338094885766067,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Archives and Records Administration,Automated Data Discovery and Classification Pilot ,Planned,0,-2.2338094885766067,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Transportation Safety Board,Voice to text transcription,Initiated,0,-2.860308745154921,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Transportation Safety Board,Semantic Similarity Text Search,Initiated,0,-2.860308745154921,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pension Benefit Guaranty Corporation,Synthetic Data Generation,Initiated,0,-2.6450989460025895,5,2,10,0,1,0,2,2,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0
Pension Benefit Guaranty Corporation,IT Security Monitoring,Implementation and Assessment,1,-2.6450989460025895,7,5,35,0,1,0,2,2,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1
Postal Regulatory Commission,Lexis +AI,Operation and Maintenance,1,-3.071296558073528,1,2,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Presidio Trust,"Productivity and communications including the generation of insights, automation and workflow",Operation and Maintenance,1,-2.499622696633015,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Presidio Trust,Ability to find information through search results and other methods,Operation and Maintenance,1,-2.499622696633015,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Presidio Trust,"Pattern identification, simulations, optimization and forecasting leading to alerts, notifications and reporting",Operation and Maintenance,1,-2.499622696633015,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Presidio Trust,"Scheduling and managing social media posts using AI, including sentiment analysis",Operation and Maintenance,1,-2.499622696633015,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Presidio Trust,Optimized navigation for traffic and other purposes,Operation and Maintenance,1,-2.499622696633015,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Securities and Exchange Commission,Comment Letter Review and Analysis ,Implementation and Assessment,1,-1.2493570393636875,2,6,12,0,1,0,28,3,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0
Securities and Exchange Commission,Forms Filed,Initiated,0,-1.2493570393636875,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Securities and Exchange Commission,Federal Acquisition Research Solution,Operation and Maintenance,1,-1.2493570393636875,1,3,3,1,0,0,28,3,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Securities and Exchange Commission,Human Resources Search,Operation and Maintenance,1,-1.2493570393636875,2,4,8,0,1,0,28,3,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Securities and Exchange Commission,8-K Filing Solution,Acquisition and/or Development,0,-1.2493570393636875,1,5,5,0,0,0,28,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1
